German_Word,Dutch_Word,Similarity
kerze,kaars,0.9636665736257436
zimmermann,timmerman,0.7447758970226406
tragen,dragen,0.8801840532232228
meisseln,kerven,0.6449682900043242
giessen,gieten,0.8370814890376637
fangen,vangen,0.871965775631478
rindvieh,rund,0.83837757575452
stuhl,stoel,0.9125976463903961
verändern,veranderen,0.9370527400554791
wange,wang,0.9619131724679186
brust,borst,0.9365372063226889
kauen,kauwen,0.9632018592067133
huhn,kuiken,0.7269340076446924
hühnchen,kuiken,0.705512109183053
kind,kind,0.8958832771891347
schornstein,schoorsteen,0.9362626095763972
kamin,schoorsteen,0.8769113843492532
meissel,beitel,0.9279607998583592
zerhacken,hakken,0.7570040113695429
klaue,klauw,0.8712211516630044
kralle,klauw,0.8752485586288878
ton,klei,0.37644725335588936
lehm,klei,0.7076393022527128
klippe,klif,0.870665007377816
klettern,klimmen,0.9132773299136506
stoff,stof,0.7063264049574691
kleidung,kleding,0.9319192472427579
wolke,wolk,0.9367202564822092
erkältung,verkoudheid,0.9743771521982749
kragen,kraag,0.9226782005360179
schlüsselbein,sleutelbeen,0.9802234567931527
sammeln,verzamelen,0.9133241431532892
kamm,kam,0.8576318839371713
zurückkommen,terugkomen,0.9372189343353855
bronze,koper,0.42127968884185296
leichnam,lijk,0.844112864615971
leiche,lijk,0.8564333716203747
husten,hoesten,0.9527056242678622
zählen,tellen,0.9233778346296909
vetter,neef,0.9399638584362566
kusine,neef,0.9332004240073244
vetter,nicht,0.8496434099535208
kusine,nicht,0.857136735160541
kuh,koe,0.7886334101647448
schleichen,kruipen,0.6541675397614544
ernte,oogst,0.9512002702491872
krähe,kraai,0.9282017249240618
mahlen,malen,0.6943271673860436
mahlen,fijnmalen,0.38060316649499526
bebauen,ontginnen,0.5672086104027299
ackern,ontginnen,0.3910305746110444
tasse,kop,0.5631236632439236
heilen,genezen,0.9511472979641925
schneiden,doorsnijden,0.7670328540648073
tanzen,dansen,0.9636147584093658
schuppen,roos,0.233742375500414
finsternis,duisternis,0.9546623756249204
dunkelheit,duisternis,0.9617489586417896
schwiegertochter,schoondochter,0.9603095653619649
taub,doof,0.8804902145680389
teuer,duur,0.784839164313627
schuld,schuld,0.9332200325927166
tief,diep,0.9154139664988705
reh,hert,0.7358507610397735
zerstören,vernietigen,0.9395829129282783
vernichten,vernietigen,0.9019259244221778
tau,dauw,0.5772093563910774
sterben,sterven,0.9404615650071586
tot,sterven,0.5801250140241041
graben,graven,0.8138487591565434
abendessen,diner,0.9481071203573848
abendessen,avondeten,0.977376220669324
graben,sloot,0.7275124012629819
teilen,verdelen,0.8440273522726003
ehescheidung,scheiding,0.8049488190096495
scheidung,scheiding,0.8162474653860168
tun,doen,0.8179239464314476
machen,doen,0.7564554503240315
hund,hond,0.8470327494904866
tor,deur,0.5928154676117225
teig,deeg,0.8518809813008936
taube,duif,0.9209576145325125
träumen,dromen,0.9585909206057742
trinken,drinken,0.9440837686514115
tropfen,druppelen,0.8609005939711302
wohnen,wonen,0.941270749274708
färben,verven,0.6932381481197281
adler,adelaar,0.9289863349316927
verdienen,verdienen,0.8996587370711824
erde,land,0.5078220994063398
land,land,0.8543416070681378
erde,bodem,0.6834225659811086
boden,bodem,0.7485095135659067
erdbeben,aardbeving,0.97650636398613
essen,eten,0.8862536860256904
speisen,eten,0.8127988802125539
ellenbogen,elleboog,0.8713413404686959
alle,alle,0.7690472832540433
auslöschen,doven,0.6163959598477755
augenbraue,wenkbrauw,0.9848003444911102
augenlid,ooglid,0.966563013582373
lid,ooglid,0.9323459493717576
gesicht,gezicht,0.9413684826543295
fallen,vallen,0.8690876937606462
familie,gezin,0.8487248828650975
hungersnot,hongersnood,0.9790798321320924
fächer,waaier,0.8819183307368234
fern,ver,0.7945831144752528
bauer,boer,0.7803013685474713
vater,vader,0.9460836572821527
schwiegervater,schoonvader,0.9535871643497776
filz,vilt,0.7778637689680405
weiblich,vrouwelijk,0.8284344054045321
zaun,hek,0.8936317084644723
gehege,hek,0.638745087154395
feld,veld,0.862343730169945
feige,vijg,0.474488514753564
finne,vin,0.45849488134216526
finden,vinden,0.8518025071638828
finger,vinger,0.9523012250583414
tanne,spar,0.8472468459339328
feuer,vuur,0.9079375423848786
herd,haard,0.8065145222924555
brennholz,brandhout,0.9653538909110646
erste,eerste,0.8388418351389899
fisch,vis,0.9209990553984653
schuppe,schub,0.7773398860797319
flach,plat,0.6128978842689639
platt,plat,0.6273619587951795
flach,vlak,0.6218304518667931
platt,vlak,0.4206870749599477
häuten,villen,0.8152670449991106
floh,vlo,0.9198583547626804
fleisch,vlees,0.9099091125475546
fussboden,vloer,0.9243991756593747
diele,vloer,0.6031249790019735
fliessen,stromen,0.8757895900499856
fliege,vlieg,0.9069633774880923
fliegen,vliegen,0.9128918146515956
füllen,veulen,0.3826153349328056
schaum,schuim,0.852452820285525
nebel,mist,0.9037822271618441
falten,vouwen,0.8753188122254508
folgen,volgen,0.9189265411966494
essen,voedsel,0.7307075588979013
nahrung,voedsel,0.916869286290442
fuss,voet,0.8632124821814796
schmieden,smeden,0.8175234129889113
gabel,mestvork,0.8203145327538695
gabel,vork,0.9166210529171467
geflügel,kip,0.7718367371269124
geflügel,pluimvee,0.8781764888947914
fuchs,vos,0.9270640803004982
frosch,kikker,0.9255375795268572
recht,rechts,0.4861023355001155
voll,vol,0.8549170559421153
furche,vore,0.8140017575249581
garten,tuin,0.9085685272408385
kriegen,krijgen,0.8143485168218789
mädchen,meisje,0.9080846417204163
geben,geven,0.8771393305809726
zurückgeben,teruggeven,0.8637167459177073
glas,glas,0.8488234772776261
leim,lijm,0.9064942942422205
klebstoff,lijm,0.9215148189528036
fahren,gaan,0.603370363532714
weggehen,weggaan,0.8980909448659846
ausgehen,weggaan,0.5925899023472305
kropf,krop,0.5138100915529957
gold,goud,0.93763668857589
gans,gans,0.6548864484381798
getreide,graan,0.9432417895136898
enkelin,kleindochter,0.9237001634631524
grossvater,grootvader,0.966922830289353
grossmutter,grootmoeder,0.9511212528037956
enkel,kleinzoon,0.9224070737057969
gras,gras,0.8737562301026431
grab,graf,0.942546287670515
fett,vet,0.9133620427929625
meerbusen,baai,0.8691318747261456
golf,baai,0.5300575607912997
bucht,baai,0.86095706374239
haar,haar,0.833464268886136
hälfte,helft,0.9543079945139332
hammer,hamer,0.9265471153608525
hand,hand,0.8976591618844858
aufhängen,ophangen,0.8988179062988992
hut,hoed,0.9337004259123237
mütze,hoed,0.8145850952408951
hut,muts,0.7916553075522433
mütze,muts,0.8852190486413802
haben,hebben,0.805826652236046
habicht,havik,0.8924323388466997
heu,hooi,0.9460625058421659
bock,bok,0.6567028664588103
kopf,hoofd,0.7685596283101472
haupt,hoofd,0.8603139545510302
landzunge,kaap,0.8125949743087006
herz,hart,0.878770372937994
ferse,hiel,0.9567772804812702
hacke,hiel,0.334829418248967
huhn,hen,0.8209736503789393
reiher,reiger,0.9096352190042322
hoch,hoog,0.8411585188580817
hüfte,heup,0.8210569028910394
anstellen,aanstellen,0.6451956877605244
hacke,schoffel,0.7365371048236546
halten,vasthouden,0.8417667405188344
loch,gat,0.759985468146108
aushöhlen,uithollen,0.7331392262010621
honig,honing,0.9467189877019545
haken,haak,0.8430148972129047
horn,hoorn,0.8449985033244061
pferd,paard,0.9269272067772856
ross,paard,0.78526378948902
gaul,paard,0.7957703359041922
hundert,honderd,0.9578286975853109
mann,echtgenoot,0.5880452605028885
mann,man,0.8557761068470331
säugling,baby,0.9315296342870771
baby,baby,0.9524409061303917
betrunken,dronken,0.947810252479399
eisen,ijzer,0.886553767669646
jucken,jeuk,0.9437121557387911
kiefer,kaak,0.5140843792779459
verbinden,verbinden,0.8825011671737406
springen,springen,0.9029137028115033
behalten,houden,0.8310839873923467
kessel,ketel,0.9343253510753823
niere,nier,0.9685896218331604
töten,doden,0.8811047663284176
erschlagen,doden,0.8372000013684118
umbringen,doden,0.8780442500216149
kneten,kneden,0.9005983285387923
knie,knie,0.9088926080207903
leiter,ladder,0.4804825592403883
lagune,lagune,0.9677597853559657
see,meer,0.5451623990928078
lahm,lam,0.28435944672384783
lampe,lamp,0.949940215019241
klinke,klink,0.9175998287144917
faul,lui,0.6218972067678964
lässig,lui,0.2939529107733337
führen,leiden,0.790826646657232
leiten,leiden,0.7647828443116493
blatt,blad,0.7738949779506215
laub,blad,0.465943829512516
leder,leer,0.5536226603529122
bein,been,0.8848024500522131
lecken,likken,0.6847301897350855
licht,licht,0.9090270744228763
beleuchtung,licht,0.7678414502650017
anzünden,aansteken,0.8029175447760557
anstecken,aansteken,0.7127166695928353
blitz,bliksem,0.9002738207002423
hinken,hinken,0.9398461229871908
strich,lijn,0.4451756811578864
leinen,linnen,0.8982880663672214
flachs,linnen,0.7022375178358762
lippe,lip,0.9166995083480198
wenig,weinig,0.8689298873156026
leben,leven,0.9200389695943032
leber,lever,0.917538773969977
vieh,vee,0.8948533722656612
schloss,slot,0.5994798137269973
lang,lang,0.8493287598695913
verlieren,verliezen,0.9275265174533542
laus,luis,0.8915582567858348
laus,hoofdluis,0.8055146791611283
niedrig,laag,0.6983808706683161
mittagessen,lunch,0.9778119888926795
mittagessen,middageten,0.9725066748795015
lunge,long,0.935342285897226
festland,vasteland,0.8955708711997545
männlich,mannelijk,0.8254342734898681
mann,man,0.8557761068470331
stute,merrie,0.9397952551994073
mähre,merrie,0.7908825510426961
ehe,bruiloft,0.7060182096730628
hochzeit,bruiloft,0.9759985317337154
heiraten,trouwen,0.8934658302959535
maurer,metselaar,0.9138722462016075
mast,mast,0.8826615313759996
streichholz,lucifer,0.7448401088711891
zündholz,lucifer,0.7135814217265128
mahlzeit,maaltijd,0.9360776979886666
mahl,maaltijd,0.9153410753568934
fleisch,vlees,0.9099091125475546
arznei,medicijn,0.9282931205935184
heilmittel,medicijn,0.8168989191075452
mitte,midden,0.844708112101267
zentrum,midden,0.676312216409354
milch,melk,0.9308693850415978
mond,maan,0.9318796204440718
mehr,meer,0.5711878408056
stechmücke,muskiet,0.9484269632451182
moskito,muskiet,0.9494121397336255
mutter,moeder,0.9085170916882638
schwiegermutter,schoonmoeder,0.9635080495553625
berg,berg,0.906073730238804
hügel,berg,0.7383970154708391
berg,heuvel,0.6892015888612024
hügel,heuvel,0.9459499874752375
maus,muis,0.9389797592716881
maus,rat,0.6514929977240618
mund,mond,0.9124002890188263
viel,veel,0.9036973349678914
schleim,snot,0.6777775505295488
schlamm,modder,0.9345857784426876
dreck,modder,0.6909223596247224
maultier,muilezel,0.8212284287304152
maulesel,muilezel,0.899644154645638
maultier,muildier,0.9370996299448766
maulesel,muildier,0.8282911897246052
menge,menigte,0.5448918904118838
nagel,nagel,0.8741150519592609
nagel,spijker,0.8766998872293638
nackt,naakt,0.9390629798863943
nacken,nek,0.8800768894958888
genick,nek,0.8889794915761843
schmal,nauw,0.7476357201544546
nabel,navel,0.9189307009304015
nahe,dichtbij,0.9050403822373169
nah,dichtbij,0.9151636337946413
hals,hals,0.9243646157815107
halsband,ketting,0.7569339559992192
nadel,naald,0.9435694895872689
neffe,neef,0.9343353290742553
nest,nest,0.8048355791577104
nessel,netel,0.8902056421585384
neu,nieuw,0.9267515175150465
nichte,nicht,0.8764720836356102
nisse,neet,0.7983255864009767
nase,neus,0.895426923034345
nasenloch,neusvleugel,0.8017884181561548
nuss,noot,0.7617213590060232
ruder,riem,0.5106639963506601
hafer,haver,0.9057642099729233
weltmeer,oceaan,0.9626583743076229
ozean,oceaan,0.9530935440180759
kind,kind,0.8958832771891347
öl,olie,0.9553742552084499
salbe,zalf,0.9596806721939298
greis,man,0.2969514585847579
öffnen,openen,0.9452457547649133
schmuck,sieraad,0.8259955973349744
ofen,oven,0.9416204285010064
ochse,os,0.8961701905401855
stier,os,0.585580701316039
paddel,peddel,0.9138072913497995
paar,paar,0.9233781446141955
pfanne,pan,0.8328707167243967
papagei,papegaai,0.956878881546721
teil,deel,0.8379137371818446
stück,deel,0.65332973340715
pfad,pad,0.7792656823810983
bezahlen,betalen,0.9380550852436607
zahlen,betalen,0.9033599539941504
schälen,pellen,0.9165226862793386
schälen,schillen,0.9064941344597643
schwitzen,zweten,0.9543118826466023
schwein,varken,0.9135156609849007
aufhäufen,opstapelen,0.9274290247203227
auftürmen,opstapelen,0.7561154170229709
stecknadel,speld,0.934085290556295
kiefer,pijnboom,0.6900583191341505
pfeife,pijp,0.6965997231159118
ebene,vlakte,0.7486300177287198
fläche,vlakte,0.5826923267699804
feld,vlakte,0.40213571772061407
pflanzen,planten,0.8235596763032066
teller,bord,0.6785265912660459
pflügen,ploegen,0.8248271704721224
spitze,spits,0.7091111117673203
gift,gif,0.9171765408028325
bedürftig,arm,0.5529794534106969
tümmler,dolfijn,0.8535683317706512
pfahl,post,0.2714712092752495
pfahl,paal,0.8027942937372056
topf,pot,0.8410364371032939
giessen,schenken,0.49884542342812355
schütten,schenken,0.5049762448957129
schenken,schenken,0.8812558071266792
schwanger,zwanger,0.9623031169808143
bewahren,behouden,0.8775414804661361
bewahren,bewaren,0.8918402386143534
preis,prijs,0.904441850338161
stossen,duwen,0.725317012765967
setzen,leggen,0.6787587012688219
kleiden,aantrekken,0.271748765072618
kaninchen,konijn,0.9588021857626844
regen,regen,0.9329303554277855
regenbogen,regenboog,0.954643488248471
aufheben,optillen,0.7191319544796753
rechen,hark,0.7966960037380393
harke,hark,0.8345066164650621
widder,ram,0.8099923684155617
schafbock,ram,0.7094545035261937
riff,rif,0.9212995960377033
bleiben,blijven,0.9113435631499389
rest,resten,0.5661347095123141
rippe,rib,0.9044520558205774
reich,rijk,0.8482496635707116
reiten,rijden,0.6802039007245648
reif,rijp,0.8485683539501998
aufstehen,opkomen,0.6881346685066139
fluss,rivier,0.8792783227418519
strom,rivier,0.5164135608251704
bach,rivier,0.6737381793427666
fluss,stroom,0.6599694644719614
strom,stroom,0.8786502727175842
bach,stroom,0.6198837669804114
weg,weg,0.8477945788919113
rösten,braden,0.871054099491255
wälzen,rollen,0.7266725471687139
rollen,rollen,0.8622413328741787
dach,dak,0.9175657742390717
zimmer,kamer,0.8459111826228698
seil,touw,0.9168555693520486
tau,touw,0.6161425423368976
faul,rot,0.4935635238390731
rauh,ruw,0.6699969059903361
rund,rond,0.7997980624119513
wischen,wrijven,0.47184080208645035
roggen,rogge,0.9647502184859658
segel,zeil,0.9372279400524197
salz,zout,0.8883427277560356
sand,zand,0.881804398055319
mücke,mug,0.9255527910026385
saft,sap,0.8999730245347082
untertasse,schotel,0.7376302748645172
narbe,litteken,0.9562074403249029
bildhauer,beeldhouwer,0.9553947339644643
see,zee,0.7061157544995424
zweite,tweede,0.9113804726611896
saat,zaad,0.8080974740681477
suchen,zoeken,0.9022997531865034
greifen,vastpakken,0.8353022313896461
verkaufen,verkopen,0.9433835599407088
schicken,zenden,0.8768969976728368
schatten,schaduw,0.9380163884227373
austeilen,delen,0.7827024124210898
hai,haai,0.9492865828403884
schaf,schaap,0.9505155360991467
regal,plank,0.6918245536706291
frösteln,rillen,0.9140866076352826
schuster,schoenmaker,0.9294367412505009
ufer,oever,0.9529759630447687
strand,oever,0.7472902157575285
schulter,schouder,0.96904380128723
schaufel,schop,0.7661792134978702
zumachen,sluiten,0.8715439367292024
krank,ziek,0.8766198833317472
seite,kant,0.7683243930816874
sieben,zeven,0.9560350960611221
silber,zilver,0.9522065699208668
senken,zinken,0.4480388640460867
haut,huid,0.843434644159302
schädel,schedel,0.9233750385862042
himmel,hemel,0.9353546428660353
schlafen,slapen,0.9615948879022909
gleiten,glijden,0.9111581990791223
klein,klein,0.8949131824281834
schmied,smid,0.9230602380506516
rauch,rook,0.9407312812133389
schnecke,slak,0.8279278768904959
niesen,niezen,0.9570590250844334
schnarchen,snurken,0.9495651645522376
schnee,sneeuw,0.9451424229452358
sohn,zoon,0.9398411367883475
schwiegersohn,schoonzoon,0.9579505393952892
suppe,soep,0.9599981752590856
brühe,soep,0.7869346828925124
süden,zuiden,0.9540456543484781
sähen,zaaien,-0.019659458021885918
sau,zeug,0.8082354184362894
spaten,spade,0.9014220970484856
kugel,bal,0.6372671112346752
kugel,bol,0.6950872365502159
spinnen,spinnen,0.8178095556307037
spindel,spindel,0.8525444884661455
spucken,spugen,0.8856580671656766
spalten,splijten,0.8644922734339678
streuen,uitspreiden,0.34594448352462764
quelle,bron,0.9201766707064151
brunnen,bron,0.5046165763003755
viereck,vierkant,0.6664269355093895
auswringen,uitpersen,0.5997354143517979
erstechen,steken,0.5625910095255771
stechen,steken,0.7373978448607782
stall,stal,0.849556055149649
hengst,hengst,0.9385768175823525
stieftochter,stiefdochter,0.9560329716862048
stiefvater,stiefvader,0.9515673743819606
stiefmutter,stiefmoeder,0.9600248166848921
strumpf,sok,0.8557532859997018
magen,maag,0.9452911547162344
stein,rots,0.6118380719535653
fels,rots,0.9014246359827605
stein,steen,0.8926170490188055
fels,steen,0.6632577214781057
sturm,storm,0.946625964209617
ofen,kachel,0.8710647087262504
strecken,uitrekken,0.7606248271607203
schlagen,slaan,0.8392503126318483
stark,sterk,0.8700836481291736
mächtig,sterk,0.6631170202241676
saugen,zuigen,0.8980017992260066
sonne,zon,0.9374584473739658
abendessen,avondeten,0.977376220669324
abendbrot,avondeten,0.963136401753507
schlucken,doorslikken,0.9190866267215384
sumpf,moeras,0.9327417523450969
morast,moeras,0.9124841877750255
schwellung,zwelling,0.6666839290060789
schwimmen,zwemmen,0.9257062920894481
schwanz,staart,0.7841985420227997
schneider,kleermaker,0.9300886222070566
nehmen,nemen,0.8475713756551457
reissen,scheuren,0.8045215407276125
zelt,tent,0.8940759976331012
sie,zij,0.6965299189902401
dick,dik,0.8864942412676422
oberschenkel,dij,0.9393045868460821
schenkel,dij,0.8316174384624284
dünn,dun,0.8529539827046263
sache,ding,0.7496225614347276
ding,ding,0.8686588616667809
dritte,derde,0.9632661910719018
tausend,duizend,0.9595280429142308
werfen,werpen,0.8692670393581274
donner,donder,0.8162783222275137
binden,binden,0.9099098815267739
zeit,tijd,0.8996235065598499
zinn,tin,0.9576543582456618
blech,tin,0.5487732106261713
müde,moe,0.92470923419588
zehe,teen,0.9331361082468292
zange,tang,0.9287674200450776
zunge,tong,0.8143854197253528
werkzeug,gereedschap,0.9056258169844358
werkzeug,werktuig,0.8558179584419718
spitze,top,0.8020594978683571
baum,boom,0.844305382986962
trog,trog,0.7888254217705585
umdrehen,omdraaien,0.8819364154598733
zwölf,twaalf,0.9721067546006001
drehen,draaien,0.8726738401970577
flechten,draaien,0.2231810367077065
onkel,oom,0.9533934510511344
tal,vallei,0.88341999507225
tal,dal,0.8722983395545135
schleier,sluier,0.8772395547667957
ader,bloedvat,0.7324411887373519
ader,ader,0.8945231015211604
weinstock,wingerd,0.8488154107129742
erbrechen,braken,0.884756084228149
kotzen,braken,0.8865403879087687
geier,gier,0.7942747663118623
lohn,loon,0.9519360263603733
bezahlung,loon,0.7163412099356357
lohn,salaris,0.9272396012873931
bezahlung,salaris,0.6767050606064706
taille,middel,0.3064945871583312
waschen,wassen,0.737615562404919
wespe,wesp,0.9385478281719917
wasser,water,0.8080166345295824
welle,golf,0.7497277311807304
woge,golf,0.7161979168519936
wir,wij,0.9537091107634665
schwach,zwak,0.8866369740926087
wetter,weer,0.5393454318851771
weben,weven,0.9195976972570388
flechten,vlechten,0.912602880931655
wiegen,wegen,0.7892545569596946
gesund,gezond,0.9193637530988654
westen,westen,0.9534295154853318
wal,walvis,0.9526783421907667
rad,wiel,0.8091229119239602
strudel,draaikolk,0.7424138765980092
wirbel,draaikolk,0.7126767280026725
breit,breed,0.9084376257679012
breit,wijd,0.8809963621126496
witwer,weduwnaar,0.9640547252061082
frau,echtgenote,0.6978410342939279
gattin,echtgenote,0.9307947405165609
gemahlin,echtgenote,0.922564389472545
frau,vrouw,0.8650056737131822
gattin,vrouw,0.7117406368939564
gemahlin,vrouw,0.6762790589237357
wind,wind,0.7739345725982265
wickeln,wikkelen,0.8645115997443615
flügel,vleugel,0.8725683221131179
wolf,wolf,0.892535778661879
frau,vrouw,0.8650056737131822
weib,vrouw,0.8445629141815861
gebärmutter,baarmoeder,0.9553074335613765
holz,hout,0.8942192014827839
wald,bos,0.8493601964369928
wald,woud,0.9248365736985857
wolle,wol,0.927362692977547
arbeiten,werk,0.7058049483844695
welt,wereld,0.909880903352039
wunde,wond,0.9547712158898899
handgelenk,pols,0.8710275420686837
hof,hof,0.7994831093885948
gaffen,geeuwen,0.47969546970611976
joch,juk,0.8398021822306689
ihr,jullie,0.8545590458646457
sie,jullie,0.7707384636422958
du,jij,0.8915455455023069
sie,jij,0.7409696922226605
