German_Word,Dutch_Word,English_Word,Similarity_German_Dutch,Similarity_German_English,Similarity_Dutch_English
fliehen,vlieden,flee,0.855120161858709,0.9069162430277953,0.8351787203490115
sparren,spar,spar,0.28052770324270704,0.24513661459525532,0.2715580122744463
hure,hoer,whore,0.9364761134987696,0.9257572854740483,0.9086282325834429
treiben,drijven,drive,0.810593038905431,0.5136525426956225,0.5559543159447942
kitt,kit,cud,0.6306143516765227,0.059245907871616224,0.03304150500608854
halten,houden,hold,0.8641915942133461,0.7029668663355689,0.7079311616832963
stroh,stro,straw,0.742435586491024,0.9263802097225589,0.7544360846340361
fisch,vis,fish,0.9209990553984654,0.928762338763186,0.9396624017225664
weide,weide,withy,0.8254133590772557,0.31777377087191766,0.14448117141282835
wespe,wesp,wasp,0.9385478281719918,0.9552280684411981,0.943018799600314
schwalbe,zwaluw,swallow,0.9172150649352588,0.8125237739249458,0.8873682968658957
schauen,schouwen,show,0.6622971798214746,0.299383841522484,0.2852114467447397
gans,gans,goose,0.6548864484381801,0.939678447267575,0.6593492141135285
beugen,buigen,bow,0.8346931686691892,0.5095351842245859,0.5626696993423626
bord,bord,board,0.38377123386933737,0.5391544525417747,0.36419954615668776
reif,rijp,rope,0.8485683539502001,0.05899242336453176,-0.05389997807181275
bad,bad,bath,0.8957168480833025,0.8799127936584337,0.9219423127178537
fasten,vasten,fast,0.8683541840988825,0.6144249786399699,0.8031935418744028
westen,westen,west,0.9534295154853321,0.9412761703451736,0.9635216971623983
seele,ziel,soul,0.9249907159539787,0.903230504302649,0.9028886246604473
lust,lust,lust,0.8699468247417609,0.7361123709299089,0.7870060473774478
essen,eten,eat,0.8862536860256905,0.857260105212524,0.7914783408578033
haben,hebben,have,0.805826652236046,0.7401689312620241,0.7708670793752576
haar,haar,hair,0.833464268886136,0.9521083276669505,0.8414103459200557
dreschen,dorsen,thrash,0.8472129152755525,0.6515006130054515,0.6180909968737609
land,land,land,0.8543416070681373,0.5886121082538405,0.7030326574379595
spannen,spannen,span,0.8282529117216454,0.36166403501544087,0.2989609842614838
strom,stroom,stream,0.8786502727175842,0.6218664637798595,0.7003142244562361
saufen,zuipen,sup,0.9103686768034804,0.3282112367536901,0.3088909101122154
schaf,schaap,sheep,0.9505155360991467,0.9471935557847775,0.9543802820540296
senden,zenden,send,0.9078549780579753,0.8844699881375846,0.8706021332958219
ruck,ruk,rock,0.6063112407661783,0.10825270903982971,0.009392064910448234
zaum,toom,team,0.728685425237093,-0.009464116612358173,0.07454258671618974
verlieren,verliezen,forlorn,0.9275265174533542,0.2309891798073472,0.2119739738816011
stillen,stillen,still,0.6424618811163881,0.1870737009869464,0.16983976504194057
scheinen,schijnen,shine,0.9006839777704351,0.7886506953264873,0.7949910267435727
stab,staf,staff,0.8738787614328087,0.783438329346491,0.8200103811964619
flut,vloed,flood,0.8928171460163516,0.774476305882516,0.8860334846951762
stein,steen,stone,0.8926170490188052,0.8708848601622724,0.8667608628886043
bogen,boog,bow,0.9008490304093209,0.6022861445892554,0.6233003414806831
scheren,scheren,shear,0.7832012066261966,0.6567976087878679,0.5672410394924109
backen,bakken,bake,0.8484234163902441,0.8911149631196967,0.8739458580709573
leiste,lijst,list,0.20105527709072957,0.13468064020264403,0.7266150342035254
schieben,schuiven,shove,0.7359235609200406,0.8007676966920709,0.6466078560605427
helfen,helpen,help,0.9313078798445515,0.934792989156398,0.902866978947719
bitten,bidden,bid,0.7686406970285139,0.39224863313624936,0.4004801651863411
machen,maken,make,0.7670369858688748,0.6921887844967766,0.6676982844482418
roggen,rogge,rye,0.9647502184859656,0.9554349521728985,0.9713719691928512
wolle,wol,wool,0.9273626929775471,0.9228000541756066,0.9688922986626051
see,zee,sea,0.7061157544995421,0.7217027713585424,0.9168541108027282
wiesel,wezel,weasel,0.9300094805106653,0.9155319702414251,0.9496942309009527
spreiten,spreiden,spread,0.8048313406317267,0.8288830911205843,0.8655277282843452
kraft,kracht,craft,0.8618332393951074,0.13329132047814596,0.1611622141546546
herd,haard,hearth,0.8065145222924555,0.7911070719830959,0.8873691620825339
tau,dauw,dew,0.5772093563910774,0.5527887392760259,0.9406348344352459
wolf,wolf,wolf,0.8925357786618792,0.9239207178630308,0.8810704447808471
herbst,herfst,harvest,0.9696949379982686,0.44978497541965157,0.4610222816508091
nacht,nacht,night,0.9483794441510257,0.9519967265580864,0.9566733392652148
lappen,lap,lap,0.6762897294380458,0.1711336012851329,0.2111288037007881
welt,wereld,world,0.9098809033520386,0.9087572798402886,0.9198343644659767
werfen,werpen,warp,0.8692670393581277,0.1561733772277936,0.13675956090537125
singen,zingen,sing,0.9547616634492996,0.9379436272169585,0.9403108132763143
macht,macht,might,0.8582705256408907,0.5023719335187958,0.5022071068268448
nagel,nagel,nail,0.8741150519592609,0.9197237194316699,0.8665685121673179
tun,doen,do,0.8179239464314475,0.7844249624258375,0.7162841762281397
feuer,vuur,fire,0.9079375423848787,0.9435235874111783,0.8754756321325676
zeichen,teken,token,0.8573987361302977,0.5943774653989067,0.5339313659394258
lecken,likken,lick,0.6847301897350856,0.7684407428547592,0.7366994097809298
sengen,zengen,singe,0.8226761942409103,0.8424643209136258,0.8426987240690212
gast,gast,guest,0.8071824102862097,0.9311359629289863,0.7888909338968582
mutter,moeder,mother,0.9085170916882641,0.9178597634159658,0.9412418978229381
stamm,stam,stem,0.8270779332847744,0.328247571237345,0.2386997763346459
bast,bast,bast,0.5152903941308595,0.9500251168859862,0.5037645163880281
lid,lid,lid,0.30263590280976543,0.443643793734192,0.2576153488560181
raten,raden,read,0.8881547890541616,0.20112179286429296,0.21500227153604332
bringen,brengen,bring,0.8678865372973324,0.8292574994440477,0.851112086328851
sondern,afzonderen,sunder,0.40494209684557925,0.23135684373811233,0.36911391941919713
dorn,doorn,thorn,0.8926930529357863,0.8664011840538229,0.8645224934076791
wollen,willen,will,0.8417640208323066,0.6162824568601302,0.6047301228864821
schlafen,slapen,sleep,0.9615948879022911,0.9668445423297882,0.9583882062464282
ruder,roer,rudder,0.736859846776201,0.7994651623949222,0.8340365002327632
zunge,tong,tongue,0.8143854197253527,0.94145826620678,0.8200733543882437
kamm,kam,comb,0.8576318839371714,0.8692703081517958,0.8743863529902745
treten,treden,tread,0.7113426668823148,0.6090457974290405,0.591610434028293
balg,balg,belly,0.2962481649353166,0.23824062128290377,0.39394844548172303
freund,vriend,friend,0.9511063169745487,0.9340807764754135,0.9368961725100545
finger,vinger,finger,0.952301225058341,0.9399473972746257,0.9501436654256571
mast,mast,mast,0.8826615313759997,0.8590532795380916,0.9391587602885539
distel,distel,thistle,0.8968814270272268,0.8770681361028597,0.9030038540866775
zehe,teen,toe,0.9331361082468291,0.9151524237863179,0.9160576588367514
linde,linde,linden,0.908461229399843,0.9087607137687624,0.968066269214267
nase,neus,nose,0.895426923034345,0.9134542855586193,0.899516112200374
reh,ree,roe,0.6917847362014525,0.6500587248640318,0.650446012855861
zaun,tuin,town,0.4595054487561796,0.09169117482040245,0.16895125484681925
leiten,leiden,lead,0.7647828443116491,0.5738086435584809,0.5567470604843128
sieb,zeef,sieve,0.9128066681610483,0.8897418239194893,0.8879473529158628
bersten,barsten,burst,0.8251499608542469,0.82899461029826,0.7040975524443044
sonne,zon,sun,0.9374584473739659,0.9392314201953377,0.9142319962743578
finden,vinden,find,0.851802507163883,0.9287352523359224,0.8103833898657241
werft,werf,warp,0.8697470721685333,0.12546399141085413,0.08873103635755844
brust,borst,breast,0.9365372063226889,0.8475094169991694,0.8372759531707523
halle,hal,hall,0.8222152229919789,0.832236132229296,0.8729154514717681
weile,wijl,while,0.7180182218542664,0.8399227452984384,0.7960267743438552
habicht,havik,hawk,0.8924323388466995,0.8627667741336364,0.902282557409248
fell,vel,fell,0.7030950254761305,0.14537827769993705,0.08728739563633801
flachs,vlas,flax,0.8711835860953159,0.8767704955082831,0.941355651445382
schmieren,smeren,smear,0.7839885603800698,0.6169453869257124,0.6917477201104861
setzen,zetten,set,0.7657146510572693,0.5465557411405242,0.5078994916317902
laus,luis,louse,0.8915582567858349,0.9364207703557198,0.9155655995205438
faust,vuist,fist,0.9578080249731202,0.9641929646878628,0.9652481561999902
vogel,vogel,fowl,0.8857522964526838,0.6477862886885448,0.7221541519808247
kneten,kneden,knead,0.9005983285387925,0.9187821714919966,0.9134044614710731
biber,bever,beaver,0.9000736265652947,0.9429185854739109,0.9250196276888927
schaft,schacht,shaft,0.5229276932472738,0.5878306224148525,0.7841990651208431
sommer,zomer,summer,0.9693356018271553,0.9681776472203898,0.9769845924497229
gott,god,god,0.8619441146283038,0.8623705928054166,0.9018227644996151
weg,weg,way,0.8477945788919113,0.6562353567420333,0.5328465029606827
folgen,volgen,follow,0.9189265411966493,0.914699034872198,0.900197573852067
huf,hoef,hoof,0.8809296661631543,0.951354398606214,0.8749387945523452
stuhl,stoel,stool,0.9125976463903961,0.7680520648213737,0.7453294521446009
stock,stok,stock,0.6718432579836504,0.2182812947183982,0.20752435137130504
schleim,slijm,slime,0.9155644648380681,0.7338987893947355,0.6503880289344003
mann,man,man,0.8557761068470329,0.7606755154819891,0.7660817717203652
weben,weven,weave,0.9195976972570388,0.9026362311510389,0.9391882257717765
